Firm Name,Year End,EoF for SCR (£m),Excess of assets over liabilities (£m) [= equity],GWP (£m),NWP (£m) ,SCR (£m),SCR coverage ratio,Total assets (£m),Total liabilities (£m)
Firm 177,2018,48.10474903069777,26.219705192206074,0.004681115823043939,0.017202625563915563,1.2261813616084134,26.275476772265627,3.086342757479891,0.00991829819677155
Firm 177,2019,19.7429346595918,41.930673563144985,0.12472728593970221,0.1094067086611374,1.0882089535658248,1.5781711607633406,1.4913883840662612,0.29990654873552847
Firm 177,2020,45.27169945197115,50.605630545913435,0.2648949845738432,0.13138241297785294,2.187591717214325,12.230792230373149,34.7486827416143,0.628563948297827
Firm 178,2016,8.819675458910782,6.6520838217530445,27.272612615026734,16.629827253617883,10.889022375144428,1.9660112051740095,20.34816006084174,12.273260570838982
Firm 178,2017,6.969964159499578,16.770477952902066,26.33613348748237,13.045505562333068,6.618072135723655,1.0682364230073913,24.70090329666668,3.6201182836632935
Firm 178,2018,18.03638160471665,10.047199815256427,11.133968530284028,14.61681765301869,7.8995919148535005,3.451123328257643,28.15950257311569,2.8513978296795397
Firm 178,2019,0.03662676233910658,12.398433186766455,46.286524724998515,24.903769662617663,8.625067093382853,1.0782105388899443,30.981451554389686,8.376071178884983
Firm 178,2020,8.97747971790862,10.400726182898346,17.134134594757352,22.32037972529064,7.969238991429629,2.9278643108874243,17.90629580097138,5.268415051127583
Firm 179,2016,2633.747475048875,2633.673809855829,3171.777842695459,2263.2251007002465,43.273115498776896,2.5675376725033376,11085.704660887932,1882.6590252255057
Firm 179,2017,216.23584078358198,2204.2529757126454,1063.222846366199,1028.3565146607118,1804.369327310647,0.11865889064724956,7170.861687636159,3722.883990819502
Firm 179,2018,2865.818388519883,518.1020097703433,5942.225260329471,537.2812181159775,1258.3064392348497,0.002012123313570325,9632.556242304425,7074.455837210994
Firm 179,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 179,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 18,2016,7.007525684826066,3.2664750553948845,0.0,0.0,0.3732730395677914,10.364294173276633,3.186335199694187,0.17058368453280998
Firm 18,2017,3.838750089872352,8.760296682469594,0.0,0.0,0.26594155592428703,29.170909022679815,1.7558586309770625,0.4123588441897942
Firm 18,2018,0.043516737381243786,10.33371527180858,0.0,0.0,0.4839816603534573,14.841306333027918,4.5087571791733305,0.17220495223671395
Firm 18,2019,8.941291424026929,6.017240985548859,0.0,0.0,0.520393276859373,26.173309070907393,8.508221286005535,0.0005664305110606991
Firm 18,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 180,2016,64.90574422381478,8.08080274843498,24.202315414030195,4.5095322885901155,41.13925542221586,3.6441976652555286,233.56248543751641,18.91601183055077
Firm 180,2017,145.68544568292657,166.78783744464147,6.312151155606391,12.413173664334924,5.637803446723007,4.09812498679164,59.23014620705297,6.083055177970615
Firm 180,2018,48.345942160942954,74.48189317799851,3.6830244111627737,8.956253627575325,16.989065603672373,2.856440046667146,121.48558128518259,33.45518468021095
Firm 180,2019,120.06943467524354,141.3664678206808,2.5414032579828256,1.8000792257970624,30.91702164764883,3.3458483669039127,85.38517824134527,45.59750717759708
Firm 180,2020,151.5279830574909,102.98726237768479,6.07082954368828,3.181934907019972,41.908115248304355,5.04513488381991,46.110847264638835,2.187929030752307
Firm 181,2016,277.5625476914134,50.7873820565694,184.29452578697826,127.0517311241481,140.86654540239007,0.5946158769491048,49.755591766371154,225.76700898093944
Firm 181,2017,140.11059469586797,49.41958314958784,166.79205720916872,143.28723896736912,103.55899998448724,0.2914671779362015,1552.6871002403295,38.64741975016445
Firm 181,2018,221.19768741375492,163.37800825534387,542.4808595212578,146.21594898601072,106.99861415734405,1.003201550033774,2149.0519377373034,246.7482338895734
Firm 181,2019,198.0082705379066,183.09855935225394,373.140559872269,25.876939054751663,164.00171618323498,1.9000908980792965,241.14764001713712,275.0512103186884
Firm 181,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 182,2016,938.4724154116686,868.0085428926488,386.34486990712924,507.0339479650777,529.9746332913633,1.6705531011110577,5281.030939854165,54.26900342671941
Firm 182,2017,862.5672694873164,872.7593630039369,839.4067752211913,456.2810785078598,68.68763857709567,2.294176701518744,1846.123427450848,892.3141628789381
Firm 182,2018,306.71428250044465,864.1621745290968,529.523199037157,471.282973505661,553.0105102516533,1.4238164467832979,949.2393500625008,122.27100316653522
Firm 182,2019,363.58597215677037,44.26688245807727,281.79110811962147,442.3273749369707,484.1421155005585,0.5349793718359094,2170.2780129631656,4087.7856395197564
Firm 182,2020,1011.0715720829454,441.63650463712474,582.0602895292034,172.22714980593003,207.47159654727423,2.891341357329906,922.578062145423,4729.228328273944
Firm 183,2016,-92.28577957038566,-14.571578645212169,0.0024305425560403582,0.0003742035898184529,47.257219811799764,-3.4882108337284268,0.1461616258620283,37.46189747693265
Firm 183,2017,-48.716626620329706,-90.5027016436999,0.0032926075687181484,0.003765121474130662,31.032637066313708,-0.09998952538573541,0.0,90.39278885343454
Firm 183,2018,92.49680807353838,59.76114540028765,0.0017631527214245128,0.005356377168699754,30.2028106879039,0.8302043702895375,173.7142445753509,27.945605085105395
Firm 183,2019,19.16800610614932,36.79189732013078,0.0038952713190841524,0.007246269922212552,81.84803110304698,0.49943109628221216,73.44428041773122,67.6811723266295
Firm 183,2020,90.23569606052438,84.46253304107114,0.0014248589867887414,0.0024534261659625747,72.56743855338388,1.0044419688991992,31.745805307379193,14.177915097663643
Firm 184,2016,565.6577247091391,242.02806646100063,0.0,0.0,98.65360925595233,1.5165257896276774,1969.6037320982157,316.7379414134731
Firm 184,2017,522.4512579383436,119.80626031018667,213.51945405215002,69.11668239739197,290.4570953413722,0.018754935140885533,963.2718024847454,911.448343444819
Firm 184,2018,361.11700389979313,138.80583283118628,210.31726081076744,29.643372287240336,118.95218514286599,1.6100415021277874,1608.8998841487664,315.5062320434206
Firm 184,2019,97.49838917147534,282.1078332463974,130.16306807364467,35.960668038572145,206.51260412281428,3.484320555661953,1320.999434019773,1174.1011331927593
Firm 184,2020,571.0419978424275,30.744187451088393,114.1063806897067,9.604283310498118,44.814626194708126,1.761609048041775,1819.8320170983109,168.36566772481527
Firm 185,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 185,2017,5.201785962580692,0.014223985509133535,0.0,0.0,0.6795929095645912,5.525278356886955,0.11587045207879747,15.757884218858793
Firm 185,2018,4.658566493703122,7.436669893514698,0.014603755123715234,1.2556968798862608e-08,2.5165887694332105,3.8811842788422077,4.170998447565943,17.293382096581432
Firm 185,2019,1.0295601782124557,7.238033382741608,0.005508856685521357,0.0,3.3981202687700383,4.14573912592658,2.5235935528251106,12.307729382468873
Firm 185,2020,4.243528566002227,3.7205073956927146,0.006362111792194993,0.0010425489592789667,0.05515252517494392,2.453455254814786,16.998857704083353,8.234417874922784
Firm 186,2016,149.5787649145452,143.90306716608293,0.027831164571985454,0.0,2.418907070539538,5.555983258946466,331.80224546041774,762.4951427486712
Firm 186,2017,152.14080171045555,146.80066704560022,0.028664448301485068,0.0,6.657849088045034,42.28968370849173,291.518739454666,129.35608617018383
Firm 186,2018,90.40954487552325,66.96184465416748,0.03323693257666016,0.0,0.7008999066888078,42.74015564393369,791.4813967228334,467.05915440562103
Firm 186,2019,157.5644970240506,121.33823527821252,-0.006439647096137096,0.0,7.823135232777569,24.780413805635355,120.23989204461323,191.05060937662995
Firm 186,2020,28.868672290874198,46.97224163098531,0.0393307751063803,0.0,9.814159611358841,10.573028795369524,159.76272551821936,384.09349105619583
Firm 187,2016,56.008409733476334,23.657048100302774,44.582676491463765,-27.8413209744309,32.07437702127803,1.1411940297031604,110.80657445497681,187.82331625202522
Firm 187,2017,43.77627557625643,49.59731386297924,49.07254295413617,6.393414996883445,8.516902933131423,1.9049084374025766,114.25846838116252,137.92047862765978
Firm 187,2018,75.64338095549552,17.701075383166252,8.310244641227237,1.1959014032519233,4.2365051645255045,5.0109410913238746,234.6130126017357,110.22206330318603
Firm 187,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 187,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 188,2016,5657.173461438567,2738.289701577884,898.3702505330664,70.33022973405849,1132.5117209970967,3.2046649187930405,37369.67707713376,22899.489391953717
Firm 188,2017,4240.5686973141665,2705.3012853356954,2989.5635076163107,2007.6065797848119,551.8575272587685,2.1737655215809015,56681.02720001038,25323.793649253457
Firm 188,2018,7339.077491566725,5562.951083592468,2338.3270231688543,3059.3921349169786,2953.3387983527746,2.8966728304749414,28757.337030735373,19530.152840383562
Firm 188,2019,6517.985635114318,5597.327737666015,3177.6617114571845,471.30427956900604,2208.987949970099,0.3341956697436804,41924.30008872723,45330.20011689293
Firm 188,2020,4052.8402855774452,4728.013411921271,1449.7218894125415,-2054.549430466053,2862.8608093856074,0.843252729499257,64983.79071971278,2212.277441592858
Firm 189,2016,24.328686512491885,36.44372305611103,0.0,0.0,13.527793219795665,1.9781830787664942,2978.6822799543293,3427.6661983676213
Firm 189,2017,20.507814562750273,4.499747468205106,427.9399359132422,521.806783807055,16.53756508113086,3.7788515542469217,6246.0955771274685,3336.116503093561
Firm 189,2018,2.6404625699893316,35.04790784318537,7.68652251430928,58.81097316684966,5.277169022068123,2.9545701245137894,5847.157280512385,1704.6259140579161
Firm 189,2019,15.61298213185308,1.2111882739852733,389.2644573755901,537.2180321362302,11.786423389605208,1.3339142080331385,4166.677283687551,1719.6489763574953
Firm 189,2020,13.057884848815492,9.811292770115907,257.75162863936646,172.4604692023083,15.199225598778993,1.4699047251086776,3961.830614359172,1985.3539445480926
Firm 19,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 19,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 19,2018,3.9071565602021647,1.6366920036264814,0.0,0.0,0.8904795092327299,6.55943230787002,6.253625810978977,0.02782146008377961
Firm 19,2019,3521.2839282392047,2023.4062836195524,3535.4343795438876,2006.2944528705282,431.38507851478806,0.29910184805212287,13028.09136001894,4052.69506395175
Firm 19,2020,1551.4374544265434,2350.6616287022766,3135.9570859213627,326.55132320821167,2100.1317208929736,0.42615033028361576,11122.875919546974,5785.533136129624
Firm 190,2016,20.55234789984812,7.7441542195865924,0.0,0.0,0.9364742539579263,2.4606175488009336,13.4968358862494,41.02596265787368
Firm 190,2017,25.340225744985876,2.073022990222555,0.0,0.0,2.3211095725310598,11.01526594250303,90.01053996995634,55.135812431317646
Firm 190,2018,14.848106857701751,3.1131529151880932,0.0,0.0,0.10039180805698801,26.48819582986606,79.85172110332658,51.75729049086391
Firm 190,2019,23.86117293074991,17.350439008716577,0.0,0.0,0.7863050400711524,11.598965029272366,47.60821723416038,30.118921013116694
Firm 190,2020,6.672387319913518,21.01513272297523,0.0,0.0,1.053682368804824,0.274320220209648,34.04598798071002,30.592114111879887
Firm 191,2016,18.709966518165775,19.182435381415676,1.9949141927715313,0.0,2.032285812427375,7.036094906474939,78.52193712182768,103.71680714869514
Firm 191,2017,0.46168757182170367,26.03925444751614,1.4905684816409164,0.0,4.459442170678305,0.6650406598706105,156.4251669865285,38.44497897931052
Firm 191,2018,10.771816068519772,17.816971941457997,0.7224980640599384,0.0,1.37781821669859,10.892555803478482,8.929298264731859,83.41129823380048
Firm 191,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 191,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 192,2016,9.12621460883152,87.59939248511917,5.222875304634745,0.33322050603778997,36.270152738923834,4.122475010310323,29.662334222159153,-53.6785660426829
Firm 192,2017,252.98213619815442,47.92614385569966,61.35300140607031,8.117924417875537,47.86311303301466,0.5153776685211154,-96.97795851588579,-253.33347958792157
Firm 192,2018,173.89389670038702,212.43604327891134,36.594534386357665,27.96644101579426,51.445218842394226,3.534396106999548,-207.35623759415535,-655.5534731801357
Firm 192,2019,189.98481803203822,383.4720632066393,41.61900305296792,22.561483499800755,276.92775086813015,0.8492386455278631,-21.746132585209956,-198.6148095720815
Firm 192,2020,404.5576797100113,358.2228561074811,314.42076094957713,412.9508021248415,364.1131586118791,3.789008303767269,168.05558458508938,-443.6010110692094
Firm 193,2016,146.79958814131288,54.036576606737015,92.50419134301988,237.43769137813354,105.85048875480506,2.728589418388217,127.4430754864691,25.17624412753408
Firm 193,2017,112.7297590263748,75.84991898688544,180.49778814975514,130.5605449040269,92.21294242298853,1.1729069061699402,116.51502834305278,60.199003805899785
Firm 193,2018,142.57817499448987,72.03093079423,379.3362432146064,50.55407306747526,80.50896037907387,0.1279427440530986,184.39049143087533,48.448896234709494
Firm 193,2019,139.99069623373725,31.761227590592835,558.3170124276164,256.5731885369015,58.14208180657974,2.4300524796242144,118.51619315145346,59.97490427077824
Firm 193,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 194,2016,40.08525282088188,27.91104441455598,27.977209429704317,7.340631565928491,7.344519849334684,0.9346589276007129,102.25285552234932,24.808375736095357
Firm 194,2017,57.85961874226347,18.08012548833812,5.702036458989288,3.991741763529903,28.497984352075456,1.1058996697171337,97.96752553972343,45.98070498675612
Firm 194,2018,42.202094935774795,45.38611521372288,18.853049023780095,2.0639762546087312,10.71532479681104,1.0853874875227627,22.601213277412604,46.51519588391363
Firm 194,2019,10.126959477919044,33.119721677747876,10.994376476421806,23.29479892821967,5.4212749278844825,1.662647515389932,3.621230088046096,26.784093134871366
Firm 194,2020,4.59822270873933,19.795114161182717,22.14263916997452,19.382983454297445,23.375154900780917,0.9331313244929036,76.15547201038221,11.307213825128326
Firm 195,2016,43.32391269658001,22.516675424948986,31.006692783643466,52.40612179932279,24.27963235611299,1.2651007299197776,13.408729227606223,3.4164133213702415
Firm 195,2017,17.283531480616357,40.11636329978399,19.281845102299936,69.16930042940857,6.198806525847834,3.3951605283768136,17.10135647597137,9.633446754679792
Firm 195,2018,34.82388397166664,38.138887538706626,1.2641279672923242,34.45534687917855,24.671557631711387,2.5907321385919735,39.54236938741898,7.162300461385788
Firm 195,2019,29.834876798210548,48.432166158567966,46.53886713052429,70.19596821924274,17.28916685403994,1.4015008331994183,17.506217267469136,7.485351504459766
Firm 195,2020,16.67383621446304,37.74868203544532,77.3418504955311,2.9933882961380798,5.937843501835081,0.04752900110762917,26.816493815459634,5.839146049016756
Firm 196,2016,28.77921157840442,22.06281942461977,0.0,0.0,4.135073156268913,4.101642115667144,7.405306072034392,45.54584447649856
Firm 196,2017,0.3538923506212302,54.71774397907898,23.689282122024082,3.5182297361274326,11.937600104368615,4.683466861165411,96.80647027847135,94.79136682440313
Firm 196,2018,6.3281594756001684,53.081302563399035,54.30665043298783,8.91677277959947,10.816328396512466,6.579712949257313,65.9363161328969,143.7708718192135
Firm 196,2019,67.72456800771232,47.00010056920664,19.57427512915454,6.83685520510904,10.927554837634311,4.74930572499021,51.19838896678202,141.55971876650875
Firm 196,2020,45.47056354853761,28.137696454980176,27.42301147721119,6.658811280739663,9.527186181267142,5.771344237436784,31.915228867615834,28.135611451134498
Firm 197,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 197,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 197,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 197,2019,235.20057671771983,357.72357762403044,113.88623992306032,7.861367517103779,39.17434854496918,8.694129535208011,71.65782192373027,-0.2481902298995505
Firm 197,2020,480.2016943797363,796.3209043332236,975.4577316790854,60.445006560355324,57.642734546344826,3.2412871936243057,1525.6637007328654,71.29159059725131
Firm 198,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 198,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 198,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 198,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 198,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 199,2016,146.6993614212115,3679.7431253679247,29.25544274771309,1.2176357692481974,1758.6344275111219,1.6296254156793488,43749.28594438978,55781.70048666474
Firm 199,2017,3861.296654941153,944.898201598422,4428.237047861742,10050.601334991423,4068.120992949186,0.8262065631010593,6628.5987528586,57630.29150870008
Firm 199,2018,5029.62562349421,1911.596560772243,14072.905754807265,11509.508403674226,565.3267446392085,1.803438453908788,80277.28113812198,113049.73130973261
Firm 199,2019,2347.2333267541476,2073.225809150856,9572.917260772347,3395.0260460435493,1934.741619968401,1.9697583075230087,105105.15160523573,126851.44040711655
Firm 199,2020,4213.550395155776,545.8231871207824,2305.4106267190155,13133.461750365997,2918.790175807622,1.409046698850852,155761.53048135954,14446.433564211016
Firm 2,2016,33.896967279720315,8.75526056314321,41.794374771369505,9.244369313189408,16.459756092235345,5.648647051862941,78.77652420656602,7.970519420983104
Firm 2,2017,20.945314205790133,48.42518894491121,6.185296467199545,0.09877074830183145,15.009073135423128,3.683320997264215,23.312487989588096,12.796789206823165
Firm 2,2018,78.471171932501,0.07082348994019637,11.578801427359755,40.812426476455855,14.227214158173771,10.23950738231817,56.3423264846408,11.332856746509592
Firm 2,2019,47.73067478997116,43.36837999431913,3.891800631616199,35.643070866752666,15.037066091884423,5.792779750962441,98.81710709948801,6.730189731030726
Firm 2,2020,28.78416158315556,12.456319039280283,16.723242209535766,13.626145148362589,1.591638361303183,3.1706821860317156,2.6657408369190754,16.173862006192543
Firm 20,2016,8.031836646592879,14.898308101875212,0.006242913190380224,0.0008169512619736509,1.4100472834863675,0.9601377714064795,33.69017643099686,31.486712105227376
Firm 20,2017,8.856086469050611,10.246968091407307,0.09626403952451275,0.013638153771656041,0.1628560417137781,2.8054152409191877,16.03935336221338,12.934613685391582
Firm 20,2018,3.5996690585498077,7.677960509992987,0.0,0.0,3.1942853584751334,8.44880269254599,1.0271600835875594,16.050586722445242
Firm 20,2019,0.5388335729162907,11.466920152613387,0.0,0.0,0.7607067526226629,3.777232476022582,47.705084373043,19.083639522534156
Firm 20,2020,5.802848186204092,16.98613146723303,0.0,0.0,1.2254570291080744,8.131926333276175,29.189538872535103,1.506443638698795
Firm 200,2016,1.610278530064258,1.095728464528566,3.670397333603773,0.9737893111382696,3.8874273394113676,0.7645201512075466,7.543872821859512,3.619163264920597
Firm 200,2017,2.8073704132967623,3.4664074630414805,1.8398586731425357,1.6117443339856548,4.61282867341312,0.6353843540069689,4.487445236172495,0.6853367740437343
Firm 200,2018,1.5527592802116381,4.277686021163573,0.7273065372537508,6.876119763920697,3.1368911110274222,0.08723538166855414,17.865094235818248,0.2097395541740123
Firm 200,2019,5.770826732631451,2.687760189749339,14.378210537122795,0.8730597530541563,6.02917680462436,1.140847101185981,4.251732898962795,0.5423047923451134
Firm 200,2020,5.939326103979263,7.806062822846902,5.646167091878162,0.9530840310799098,5.354000821706621,0.5211735557328842,8.180968845981202,12.52276149488488
Firm 201,2016,15.92293108228108,8.740680443125395,9.373299176652512,5.035830252184182,1.822004159576823,4.151812313626487,7.6894201823773605,13.193664109086885
Firm 201,2017,18.34688737760101,14.546623570578856,1.66880984529695,8.799581951613922,0.21690500659902362,0.39071190498642316,37.846051139486136,27.980429370369574
Firm 201,2018,0.38450203314401643,16.32922475628553,9.200490762999193,2.5656443156955047,6.674297459543025,5.201420838931717,33.92288716954635,25.498299622794136
Firm 201,2019,21.845449792003738,25.18276479094692,7.154373518774133,7.951021581514089,9.180328730508418,6.05097850684562,14.971109030383689,2.7315007254635084
Firm 201,2020,7.489382930500106,15.001362999021973,0.619032472828787,10.990473722773658,0.5482614838508033,3.1386008282945017,18.215117289143816,10.33730297192737
Firm 202,2016,7.658168073709941,1.1163916088309882,5.237200368258679,39.365203084190796,3.5823549653997118,2.4182180247659373,1.988400636840135,0.0
Firm 202,2017,0.8223926816047813,4.832224784494048,0.0,0.0,5.72044536973329,1.5530324687558255,2.28463542433538,0.0
Firm 202,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 202,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 202,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 203,2016,1776.1366949115713,258.61349392543383,2018.8061540320923,1328.9449028281379,1305.590945883274,2.4217279662994633,5317.207135394668,417.15740465770926
Firm 203,2017,1174.4187229633617,1329.8640939005459,3338.715502309179,1031.35864096576,1418.3123978704605,1.6429540649662613,5382.549384674079,4592.250523629415
Firm 203,2018,398.5262459919636,1831.3260140279917,637.0346048841268,512.1528401176037,1032.1701407751248,0.7461872884990435,8096.207134522649,19.546773439665998
Firm 203,2019,775.9983127050074,757.8745375805189,2781.1238132750705,1871.5705790067386,786.9383063272037,2.327685701660521,771.7367280456771,3157.4259907240166
Firm 203,2020,595.7569007175254,966.2197111729574,471.1753984189615,1964.275684618226,12.513732575263175,1.4173755858444148,2740.262142313096,5979.769758631296
Firm 204,2016,42.497943428315565,27.381373256186734,10.35736130486162,15.783378858734858,14.492721620209718,4.338859206921424,33.72778184458894,13.07108906297555
Firm 204,2017,24.546824273872833,34.258534519712704,0.1449312003117949,17.795024598063616,10.707250041819648,3.235633620423038,82.27134166341611,40.22271231804736
Firm 204,2018,40.15402509432546,24.482134629552117,7.718231887557492,10.17119089008713,4.6079278242791615,2.911087972371575,77.20157810898318,15.993585797808144
Firm 204,2019,23.23649204197643,24.124315135217838,25.783312682909482,12.0827365206976,3.317757689456238,1.9767996033782627,5.24085633853629,3.1681626703928503
Firm 204,2020,19.74678476052938,26.31578725852395,9.196439362881772,18.93740589900989,9.202838795820677,3.729263377303969,70.79732278967153,17.9031853361376
Firm 205,2016,18.940641791206453,4.732597261194067,33.84560511038928,7.803359533231262,0.9925129774906768,0.4530994287702646,17.506575454688107,80.9201726669173
Firm 205,2017,8.330649602356667,6.598816995289491,7.961853561408338,-8.377195136108408,5.384530452133158,2.4400310609090594,74.38279178647575,20.826075895802266
Firm 205,2018,13.458028443999094,12.501401528006015,13.75218545620148,0.0,2.305333618246317,0.42767170461906817,72.98616834627867,27.91560050568246
Firm 205,2019,12.56744617001628,14.192518905497076,-0.0018993940495009086,0.0,3.207696509381803,4.718940676011818,33.80630457307328,5.624909432631542
Firm 205,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 206,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 206,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 206,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 206,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 206,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 207,2016,86.25375759280924,296.2540150688143,-0.3082623038905875,-0.963860796695699,45.11841546951328,0.2898042117729597,1075.3150871763592,125.6942007220778
Firm 207,2017,89.69356782387365,62.229608837630515,0.09513072602563587,-1.3900901099552934,97.95219927176854,1.8099411450720255,978.2304636171878,214.51812958429977
Firm 207,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 207,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 207,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 208,2016,29.504676208885538,10.230650484481052,343.5296459645403,1521.2024562011907,19.726200660879986,1.0122384418888732,37103.16795407792,34038.079683877906
Firm 208,2017,13.995352983408557,56.32420839674085,3796.292304867244,741.5229068149879,52.008312579374014,0.44458874444722224,46455.28578147445,16919.481900773244
Firm 208,2018,53.19549554237151,31.08639670698914,3096.5448188723444,137.7877771950212,27.20131064732194,2.0312647248996414,40709.85588729086,6066.26752702432
Firm 208,2019,20.10321729548556,70.84187583130128,956.7288713312864,2238.2619452130957,27.662484048760703,3.3833855560915524,56732.66566174806,7521.742352488946
Firm 208,2020,3.343270276947057,94.34370579600535,701.1588419481774,2076.8298606388244,31.367805926562383,0.2567965590120473,54768.735478565635,60409.17894431711
Firm 209,2016,10.110823595696207,12.761983155921556,0.0,0.0,0.06824716800696289,7.489403900241576,1864.4152888285646,450.76439126643004
Firm 209,2017,7.929843888714724,6.424038137729053,500.7078163139926,185.1324726033894,1.5617309440347829,5.917036482917252,257.4021042642815,1893.5468926110834
Firm 209,2018,6.45144566654724,10.861151875374208,8.720312435944773,142.84607349337892,3.617794427423872,6.041131608909871,516.5835835848642,1967.2300029267478
Firm 209,2019,8.4759639697636,19.607220771490315,241.66007478777246,142.42343586542918,2.108733920460597,8.345882731788365,2143.004238142854,1662.2276698700375
Firm 209,2020,4.179433456626342,6.143746453169966,20.66509420085022,107.81441715627942,0.522881553020182,6.122616115999062,1663.3860512564697,310.337421684719
Firm 21,2016,0.35421255504054694,4.765459336967807,0.0,0.0,0.35075162256373504,5.192499491165645,4.245603105492149,1.303902067502636
Firm 21,2017,6.265815961729136,5.872611018471215,0.0,0.0,0.3858664302580038,20.910828604776768,6.307508091328134,1.124712679493935
Firm 21,2018,20.414860890205755,41.34827800730576,0.0,0.0,0.030803301550864443,3.4852261705012273,222.15156923341783,41.07406095489204
Firm 21,2019,81.54641145369162,26.195596093461074,0.0,0.0,13.188410847977288,3.785577895723703,149.31263612382523,21.568072563230334
Firm 21,2020,11.383221225300058,2.481396015846702,0.0,0.027259238860850583,35.54120503158194,1.193191115234949,7.869630431567022,49.44700175896672
Firm 210,2016,1031.4769621943062,62.41998957788715,18971.28604737319,30031.048550676824,381.75379687731305,3.5868160926805226,34203.897576312134,244235.76942036758
Firm 210,2017,925.7687314011016,1216.3656272630853,30581.956746948108,19261.406691989414,236.78357111124828,0.9172693922265057,83203.50414496039,136676.3346754341
Firm 210,2018,1308.2069689104856,17.997049954100284,74078.63584908053,41591.39755965396,270.2369966916816,1.7506079615453274,255817.90497270972,362313.8472048215
Firm 210,2019,1446.853442646976,445.72664950160566,72456.77287862495,25473.30718211762,345.8066460953895,1.3192833359139422,477202.8197556722,471074.18320102367
Firm 210,2020,994.793994047535,1123.822900270048,69697.92828567937,60699.95326529752,11.637984177001155,0.1636908304303287,160518.69847612744,12327.362736469322
Firm 211,2016,374.4817008177972,191.7402918605955,447.0318098710479,70.69078537452944,167.02442045351987,0.6898393695387623,815.8882060916868,36.458880444255115
Firm 211,2017,313.13250487780226,27.522549202600793,390.0047718134831,363.0230431054987,153.79903512378993,1.5048339511661777,757.0368011541907,281.65548269215526
Firm 211,2018,303.27951163305215,17.50297771174588,335.9476408941196,163.8052832574855,215.609422893907,0.05961726994709244,620.482442454636,244.77075514722728
Firm 211,2019,4.589325577527621,73.22755613960977,24.97031916106541,324.3484824666651,59.16619888292006,0.4423633945715346,60.662125606868315,164.86316188049156
Firm 211,2020,186.8631465200938,21.343477138209938,457.8367096417809,28.987034814014926,135.6217178236118,0.760157948869859,728.5628645176249,121.8293217286286
Firm 212,2016,304.05667222391577,200.99804112958867,167.7293780361353,156.94736321292933,29.056271661561432,9.112768656155827,400.58165816562234,7.512291137093231
Firm 212,2017,107.77362375396804,328.16341756653554,83.57123793342735,67.21317443372618,33.620032287295274,1.91738880812819,312.9425219101184,35.814749721560545
Firm 212,2018,163.31019166078934,135.31008912883186,213.59992749756785,22.436311363028775,24.879471319339554,8.21812624318724,122.76687175264853,48.690488696659976
Firm 212,2019,343.0779836431664,48.94204232304705,39.992108787610775,97.23767187262368,45.75344672895902,3.371783184347736,88.52102708605445,42.7944388237867
Firm 212,2020,329.47194540855145,346.9135924324088,20.655002221517204,111.27842837173634,59.01470261119865,7.579778111601883,29.057715206300795,23.52614115865262
